연번;자치구명;도로명;세부도로명;설치지점;쓰레기종류
511;용산구;이태원로;이태원버스정류장(03-189) 아디다스 OFS점 앞;정류장(버스,택시 등);일반쓰레기
512;용산구;이태원로;이태원버스정류장(03-189) 아디다스 OFS점 앞;정류장(버스,택시 등);일반쓰레기
513;용산구;이태원로;이태원버스정류장(03-188);정류장(버스,택시 등);일반쓰레기
514;용산구;이태원로;이태원버스정류장(03-188);정류장(버스,택시 등);일반쓰레기
515;용산구;이태원로;국제아케이드건물 앞 횡단보도; 도로(가로)변  ;일반쓰레기
516;용산구;이태원로;국제아케이드건물 앞 횡단보도; 도로(가로)변  ;일반쓰레기
517;용산구;이태원로;ABC마트(신발가게)앞; 도로(가로)변  ;일반쓰레기
518;용산구;이태원로;ABC마트(신발가게)앞; 도로(가로)변  ;일반쓰레기
519;용산구;이태원로;미스전콜렉션앞 횡단보도; 도로(가로)변  ;일반쓰레기
520;용산구;이태원로;미스전콜렉션앞 횡단보도; 도로(가로)변  ;일반쓰레기
521;용산구;이태원로;해밀턴호텔 버스정류장(03-190);정류장(버스,택시 등);일반쓰레기
522;용산구;이태원로;해밀턴호텔 버스정류장(03-190);정류장(버스,택시 등);일반쓰레기
523;용산구;이태원로;이태원역 2번 출구 (해밀턴호텔정문앞횡단보도);지하철역 입구;일반쓰레기
524;용산구;이태원로;이태원역 2번 출구 (해밀턴호텔정문앞횡단보도);지하철역 입구;일반쓰레기
525;용산구;이태원로;이태원역 3번 출구 (올리브영 횡단보도앞);정류장(버스,택시 등);일반쓰레기
526;용산구;이태원로;이태원역 3번 출구 (올리브영 횡단보도앞);정류장(버스,택시 등);일반쓰레기
527;용산구;이태원로;이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도; 도로(가로)변  ;일반쓰레기
528;용산구;이태원로;이태원소방서건너편사거리 뉴욕콜롬비아치과앞 횡단보도; 도로(가로)변  ;일반쓰레기
529;용산구;이태원로;이태원 119 안전센타 버스정류장(03-192);정류장(버스,택시 등);일반쓰레기
530;용산구;이태원로;이태원 119 안전센타 버스정류장(03-192);정류장(버스,택시 등);일반쓰레기
531;용산구;한남대로;제일기획실앞 횡단보도; 도로(가로)변  ;일반쓰레기
532;용산구;한남대로;제일기획실앞 횡단보도; 도로(가로)변  ;일반쓰레기
533;용산구;한남대로;시화담그릴(이태원로254(한남동683-130)앞; 도로(가로)변  ;일반쓰레기
534;용산구;한남대로;시화담그릴(이태원로254(한남동683-130)앞; 도로(가로)변  ;일반쓰레기
535;용산구;한남대로;삼성미술관 리움 택시정류장(폭스바겐건너편);정류장(버스,택시 등);일반쓰레기
536;용산구;한남대로;삼성미술관 리움 택시정류장(폭스바겐건너편);정류장(버스,택시 등);일반쓰레기
537;용산구;녹사평대로;이태원광장 녹사평역방향 횡단보도(좌측); 도로(가로)변  ;일반쓰레기
538;용산구;녹사평대로;이태원광장 녹사평역방향 횡단보도(좌측); 도로(가로)변  ;일반쓰레기
539;용산구;녹사평대로;용산구청 셔틀버스 정류장; 도로(가로)변  ;일반쓰레기
540;용산구;녹사평대로;용산구청 셔틀버스 정류장; 도로(가로)변  ;일반쓰레기
541;용산구;보광로;보광동입구(한국폴리텍1대학방면) 버스정류장(03-283);정류장(버스,택시 등);일반쓰레기
542;용산구;보광로;보광동입구(한국폴리텍1대학방면) 버스정류장(03-283);정류장(버스,택시 등);일반쓰레기
543;용산구;한남대로;한강진역 블루스퀘어 버스정류장(03-197);정류장(버스,택시 등);일반쓰레기
544;용산구;한남대로;한강진역 블루스퀘어 버스정류장(03-197);정류장(버스,택시 등); 재활용쓰레기수거용
545;용산구;한남대로;순천향대학병원(블루스퀘어방면) 버스정류장(03-162);정류장(버스,택시 등);일반쓰레기
546;용산구;한남대로;순천향대학병원(블루스퀘어방면) 버스정류장(03-162);정류장(버스,택시 등);일반쓰레기
547;용산구;한남대로;순천향대학병원(서초IC방면) 버스정류장(03-164);정류장(버스,택시 등);일반쓰레기
548;용산구;한남대로;순천향대학병원(서초IC방면) 버스정류장(03-164);정류장(버스,택시 등); 재활용쓰레기수거용
549;용산구;한남대로;순천향대학병원(서초IC방면) 버스정류장(03-164);정류장(버스,택시 등);일반쓰레기
550;용산구;한남대로;순천향대학병원(서초IC방면) 버스정류장(03-164);정류장(버스,택시 등); 재활용쓰레기수거용
551;용산구;한남대로;순천향대학병원,한남오거리(신사역방면) 버스정류장(03-165);정류장(버스,택시 등);일반쓰레기
552;용산구;한남대로;순천향대학병원,한남오거리(신사역방면) 버스정류장(03-165);정류장(버스,택시 등); 재활용쓰레기수거용
553;용산구;한남대로;한남오거리 하나은행앞 횡단보도; 도로(가로)변  ;일반쓰레기
554;용산구;한남대로;한남오거리 하나은행앞 횡단보도; 도로(가로)변  ; 재활용쓰레기수거용
555;용산구;한강대로;한강대교북단(신용산방면) 중앙버스정류장(도심,03-001));버스중앙차로내 휴지통;일반쓰레기
556;용산구;한강대로;한강대교북단(노들섬방면) 중앙버스정류장(외곽,03-002);버스중앙차로내 휴지통;일반쓰레기
557;용산구;한강대로;신용산역(KT용산지사방면) 중앙버스정류장(도심, 03-003);버스중앙차로내 휴지통;일반쓰레기
558;용산구;한강대로;신용산역(한강대교북단방면) 중앙버스정류장(외곽,03-004);버스중앙차로내 휴지통;일반쓰레기
559;용산구;한강대로;신용산역(한강대교북단방면) 중앙버스정류장(외곽,03-004);버스중앙차로내 휴지통;일반쓰레기
560;용산구;한강대로;삼각지(숙대입구방면) 중앙버스정류장(도심,03-007);버스중앙차로내 휴지통;일반쓰레기
561;용산구;한강대로;삼각지(KT용산지사방면) 중앙버스정류장(외곽,03-008);버스중앙차로내 휴지통;일반쓰레기
562;용산구;한강대로;삼각지(KT용산지사방면) 중앙버스정류장(외곽,03-008);버스중앙차로내 휴지통;일반쓰레기
563;용산구;한강대로;삼각지(KT용산지사방면) 중앙버스정류장(외곽,03-008);버스중앙차로내 휴지통;일반쓰레기
564;용산구;한강대로;숙명여대(갈월동방면) 중앙버스정류장(도심,03-009);버스중앙차로내 휴지통;일반쓰레기
565;용산구;한강대로;숙명여대(삼각지역방면) 중앙버스정류장(외곽,03-010);버스중앙차로내 휴지통;일반쓰레기
566;용산구;한강대로;갈월동(서울역버스환승센터방면) 중앙버스정류장 (도심,03-011);버스중앙차로내 휴지통;일반쓰레기
567;용산구;한강대로;갈월동(숙대입구방면) 중앙버스정류장 (외곽,03-012);버스중앙차로내 휴지통;일반쓰레기
568;용산구;녹사평대로;이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150);정류장(버스,택시 등);일반쓰레기
569;용산구;녹사평대로;이태원2동 용산한신아파트앞(해방촌방면) 버스정류장(03-150);정류장(버스,택시 등);일반쓰레기
570;용산구;한강대로;삼각지(보훈청방향)평양집앞 공원쉼터; 도로(가로)변  ;일반쓰레기
571;용산구;한강대로;삼각지(보훈청방향)평양집앞 공원쉼터; 도로(가로)변  ; 재활용쓰레기수거용
572;용산구;이태원로;국방부앞 버스정류장(국방부민원실)(03-185);정류장(버스,택시 등);일반쓰레기
573;용산구;이태원로;국방부앞 버스정류장(국방부민원실)(03-185);정류장(버스,택시 등); 재활용쓰레기수거용
574;용산구;이태원로;전쟁기념관(용산보건분소방면) 버스정류장(03-184);정류장(버스,택시 등);일반쓰레기
575;용산구;이태원로;전쟁기념관(용산보건분소방면) 버스정류장(03-184);정류장(버스,택시 등); 재활용쓰레기수거용
576;용산구;이태원로;녹사평역 1번출구앞 버스정류장(03-186);정류장(버스,택시 등);일반쓰레기
577;용산구;이태원로;녹사평역 1번출구앞 버스정류장(03-186);정류장(버스,택시 등); 재활용쓰레기수거용
578;용산구;이태원로;녹사평역 4번 출구 앞 버스정류장(03-187);정류장(버스,택시 등);일반쓰레기
579;용산구;이태원로;녹사평역 4번 출구 앞 버스정류장(03-187);정류장(버스,택시 등); 재활용쓰레기수거용
580;용산구;소월로;하얏트호텔 정문앞 마을버스정류장(용산03);정류장(버스,택시 등);일반쓰레기
581;용산구;소월로;하얏트호텔 정문앞 마을버스정류장(용산03);정류장(버스,택시 등); 재활용쓰레기수거용
582;용산구;한강대로;용산역 버스정류장(03-255)(용산역앞광장);정류장(버스,택시 등);일반쓰레기
583;용산구;한강대로;용산역 버스정류장(03-255)(용산역앞광장);정류장(버스,택시 등); 재활용쓰레기수거용
584;용산구;한강대로;용산역광장앞(신용산지하차도방면) 버스정류장(03-258);정류장(버스,택시 등);일반쓰레기
585;용산구;한강대로;삼각지역11번출구 버스정류장(03-328남영역방면)(용산역파출소옆);정류장(버스,택시 등);일반쓰레기
586;용산구;서빙고로;서빙고역 교차로 버스정류장(03-267,서빙고역건너편);정류장(버스,택시 등);일반쓰레기
587;용산구;서빙고로;서빙고역1번출구 버스정류장(03-157,서빙고역앞);정류장(버스,택시 등);일반쓰레기
588;용산구;서빙고로;서빙고초등학교앞버스정류장(03-268,GS편의점);정류장(버스,택시 등);일반쓰레기
589;용산구;청파로;원효대교 북단 버스정류장(03-331, 삼구빌딩 건너편);정류장(버스,택시 등);일반쓰레기
590;용산구;한강대로;숙대입구역 5번출구 마을버스정류장(03-565, 지센숙녀복앞);정류장(버스,택시 등);일반쓰레기
591;용산구;한강대로;갈월동 마을버스정류장(03-568, 삼성디지탈서비스센터옆);정류장(버스,택시 등);일반쓰레기
592;용산구;한강대로;갈월동 4호선 숙대입구 버스정류장(03-327, 여행박사앞);정류장(버스,택시 등);일반쓰레기
593;용산구;한강대로;남영동 청도양꼬치남영점앞 횡단보도앞; 도로(가로)변  ;일반쓰레기
594;용산구;효창원로;리버힐삼성아파트옆GS25시편의점앞횡단보도; 도로(가로)변  ;일반쓰레기
595;용산구;새창로;용산전자상가입구 버스정류장(03-250);정류장(버스,택시 등);일반쓰레기
596;용산구;백범로;용산 꿈나무 종합타운, 보건분소 버스정류장(03-181);정류장(버스,택시 등);일반쓰레기
597;용산구;독서당로;한남나들목(A) 출입구앞; 도로(가로)변  ;일반쓰레기
598;용산구;독서당로;한남나들목(B) 출입구앞;도로(가로)변 ;일반쓰레기
599;용산구;한강대로;한강대로 크라운해태 건너편 USO건너편인도; 도로(가로)변  ;일반쓰레기
600;용산구;한강대로;한강대로 크라운해태 건너편 USO건너편인도; 도로(가로)변  ; 재활용쓰레기수거용
601;용산구;한강대로;한강대로 숙대입구역2번출구앞;지하철역 입구;일반쓰레기
602;용산구;한강대로;한강대로 숙대입구역2번출구앞;지하철역 입구; 재활용쓰레기수거용
603;용산구;한강대로;한강대로 갈월동 청파동입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편); 도로(가로)변  ;일반쓰레기
604;용산구;한강대로;한강대로 갈월동청파동 입구교차로(쌍굴다리)안 공원(갑을빌딩 맞은편); 도로(가로)변  ; 재활용쓰레기수거용
605;용산구;한강대로;남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편); 도로(가로)변  ;일반쓰레기
606;용산구;한강대로;남영삼거리 동원부동산앞 횡단보도(고려빌딩 건너편); 도로(가로)변  ; 재활용쓰레기수거용
607;용산구;한강대로;신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편); 도로(가로)변  ;일반쓰레기
608;용산구;한강대로;신용산역 삼거리 횡단보도앞(신용산역 5번출구 뒷편); 도로(가로)변  ; 재활용쓰레기수거용
609;용산구;한강대로;용산역앞교차로 아우디한강대로전시장앞 횡단보도; 도로(가로)변  ;일반쓰레기
610;용산구;한강대로;용산역앞교차로 아우디한강대로전시장앞 횡단보도; 도로(가로)변  ; 재활용쓰레기수거용
611;용산구;녹사평대로;이태원주공아파트 담벽인도 남산공원이정표앞;도로(가로)변 ;일반쓰레기
612;용산구;한남대로;서울시중부기술교육원,블루스퀘어(순천향대학병원,한남오거리방면)(03161);정류장(버스,택시 등);일반쓰레기
613;용산구;한남대로;서울시중부기술교육원,블루스퀘어(순천향대학병원,한남오거리방면)(03161);정류장(버스,택시 등);일반쓰레기
614;용산구;서빙고로;한강중학교(금호베스트빌앞방면)버스정류장(03-269);정류장(버스,택시 등);일반쓰레기
615;용산구;서빙고로;동빙고동(한남역,용산노인종합복지관방면)버스정류장(03-274);정류장(버스,택시 등);일반쓰레기
616;용산구;녹사평대로;이태원동남산대림아파트,용산동아파트(114공인중개사사무소앞) 버스정류장(03-149);정류장(버스,택시 등);일반쓰레기
617;용산구;청파로;용산전자상가•전자랜드(원효대교북단방면)버스정류장(03-137);정류장(버스,택시 등);일반쓰레기
618;용산구;원효로;원효2동산호아파트(청암동강변삼성아파트방면)버스정류장(03-300);정류장(버스,택시 등);일반쓰레기
619;용산구;백범로;백범로 효창공원역6번출구앞 횡단보도;도로(가로)변 ;일반쓰레기
620;용산구;원효로;BMW 한독모터스용산전시장 횡단보도앞;도로(가로)변 ;일반쓰레기
621;용산구;한강대로;숙대입구역 3,4번출구앞(군선도가게앞);지하철역 입구;일반쓰레기
622;용산구;이촌로;서빙고신동아아파트/신동아아파트버스정류장(03226);정류장(버스,택시 등);일반쓰레기
623;용산구;한강대로;KT용산지사(삼각지방면)중앙버스정류장(도심,03-005);버스중앙차로내 휴지통;일반쓰레기
624;용산구;한강대로;KT용산지사(삼각지방면)중앙버스정류장(도심,03-005);버스중앙차로내 휴지통;일반쓰레기
625;용산구;한강대로;KT용산지사(신용산역방면)중앙버스정류장(외곽,03-006);버스중앙차로내 휴지통;일반쓰레기
626;용산구;한강대로;KT용산지사(신용산역방면)중앙버스정류장(외곽,03-006);버스중앙차로내 휴지통;일반쓰레기
627;용산구;한강대로;용산푸르지오써밋오피스텔(해림턴부동산과스타부동산)앞 인도;도로(가로)변 ;일반쓰레기
628;용산구;한강대로;용산푸르지오써밋오피스텔(서울창조경제혁신센터)앞 인도;도로(가로)변 ;일반쓰레기
629;용산구;청파로;용산전자상가•전자랜드(용산전자상가12동방면)버스정류장(03136);정류장(버스,택시 등);일반쓰레기
630;용산구;새창로;신용산지하차도(용산전자상가입구방면)버스정류장(03251);정류장(버스,택시 등);일반쓰레기
631;용산구;원효로;용산꿈나무종합타원(용산경찰서방면)버스정류장(03346);정류장(버스,택시 등);일반쓰레기
632;용산구;청파로;문배동이안아파트앞(문배어린이공원방면)버스정류장(03332);정류장(버스,택시 등);일반쓰레기
633;용산구;효창원로;금양초등학교앞횡단보도;도로(가로)변 ;일반쓰레기
634;용산구;효창원로;국민은행효창동지점(숙명여대정문방면)버스정류장(03240);정류장(버스,택시 등);일반쓰레기
635;용산구;효창원로;숙명여대후문•이봉창활동터(효창공원후문방면)버스정류장(03235);정류장(버스,택시 등);일반쓰레기
636;용산구;청파로;서부역건너편 미니스톱서울역점 횡단보도앞;도로(가로)변 ;일반쓰레기
637;용산구;서빙고로;용산세무서(용산공고방면)버스정류장((03262);정류장(버스,택시 등);일반쓰레기
638;용산구;서빙고로;기능장애인협회용산지부앞 횡단보도;도로(가로)변 ;일반쓰레기
639;용산구;서빙고로;GS25용산서빙고점(서빙고초등학교)앞 횡단보도;도로(가로)변 ;일반쓰레기
640;용산구;녹사평대로;녹사평역3번출구 200M전방(용산구청방향) 횡단보도;도로(가로)변 ;일반쓰레기
641;용산구;녹사평대로;미군부대정문앞 횡단보도(한강중학교방면);도로(가로)변 ;일반쓰레기
642;용산구;서빙고로;금호베스트빌앞(서빙고초등학교방면)버스정류장(03270);정류장(버스,택시 등);일반쓰레기
643;용산구;한강대로;KY빌딩앞 횡단보도;도로(가로)변 ;일반쓰레기
644;용산구;이태원로;이태원랜드앞 횡단보도;도로(가로)변 ;일반쓰레기
645;용산구;이태원로;한남동 대성표구사앞;도로(가로)변 ;일반쓰레기
646;용산구;이태원로;한남동새마을금고(이태원119안전센터방면)버스정류장(03194);정류장(버스,택시 등);일반쓰레기
647;용산구;이태원로;한남동 올리브영한남동점(제일기획건너편)앞;도로(가로)변 ;일반쓰레기
648;용산구;두텁바위로;남영동주민센터(남영우체국방면)버스정류장(03206);정류장(버스,택시 등);일반쓰레기
649;용산구;이촌로;성촌공원∙포르쉐센터용산(이촌2동쥔센터방면)버스정류장(03-289);정류장(버스,택시 등);일반쓰레기
650;용산구;이촌로;강촌apt/신용산초등학교(이촌동점보아파트방면)버스정류장(03-220);정류장(버스,택시 등);일반쓰레기
651;용산구;청파로;한국철도공사(코레일서울본부)앞 모범택시정류장;정류장(버스,택시 등);일반쓰레기
652;용산구;한강대로;우아한청년들앞 횡단보도;도로(가로)변 ;일반쓰레기
653;용산구;이태원로;이태원 지샥 패션잡화점 횡단보도앞;도로(가로)변 ;일반쓰레기
654;용산구;서빙고로;서빙고로 51길 52 미군부대 수송단 부지 앞 (쌍방울 건물 인근);도로(가로변);일반쓰레기
655;용산구;한강대로;용산푸르지오써밋오피스텔(한강대로쪽 한 개 추가설치)앞 인도;도로(가로)변 ;일반쓰레기
656;성동구;고산자로;성동구 도선동 15-3;정류소(버스, 택시 등);일반쓰레기
657;성동구;고산자로;성동구 도선동 409;정류소(버스, 택시 등);일반쓰레기
658;성동구;마장로;성동구 마장동 792;정류소(버스, 택시 등);일반쓰레기
659;성동구;사근동길;성동구 사근동 33-10;정류소(버스, 택시 등);일반쓰레기
660;성동구;사근동길;성동구 행당동 1-13;지하철역 입구;일반쓰레기
661;성동구;사근동길;성동구 행당동 1-13;지하철역 입구;일반쓰레기
662;성동구;왕십리로;성동구 하왕십리동 966-13;지하철역 입구;일반쓰레기
663;성동구;왕십리로;성동구 도선동 256-1;지하철역 입구;일반쓰레기
664;성동구;왕십리로;성동구 행당동 284;지하철역 입구;일반쓰레기
665;성동구;왕십리로;성동구 행당동 284;지하철역 입구;재활용쓰레기
666;성동구;왕십리로;성동구 행당동 347;정류소(버스, 택시 등);일반쓰레기
667;성동구;독서당로;성동구 금호동4가 559;정류소(버스, 택시 등);일반쓰레기
668;성동구;독서당로;성동구 금호동4가 1109;정류소(버스, 택시 등);일반쓰레기
669;성동구;독서당로;성동구 금호동 4가 340;정류소(버스, 택시 등);일반쓰레기
670;성동구;독서당로;성동구 옥수동 559;정류소(버스, 택시 등);일반쓰레기
671;성동구;독서당로;성동구 옥수동 428;정류소(버스, 택시 등);일반쓰레기
672;성동구;독서당로;성동구 옥수동 561;정류소(버스, 택시 등);일반쓰레기
673;성동구;독서당로;성동구 옥수동 561;정류소(버스, 택시 등);일반쓰레기
674;성동구;왕십리로;성동구 성수동1가 656-75;정류소(버스, 택시 등);담배꽁초
675;성동구;왕십리로;성동구 성수동1가 656-335;정류소(버스, 택시 등);담배꽁초
676;성동구;왕십리로;성동구 성수동1가 685-701;지하철역 입구;일반쓰레기
677;성동구;왕십리로;성동구 성수동1가 685-701;지하철역 입구;재활용쓰레기
678;성동구;왕십리로;성동구 성수동1가 685-580;정류소(버스, 택시 등);일반쓰레기
679;성동구;왕십리로;성동구 성수동1가 685-580;정류소(버스, 택시 등);재활용쓰레기
680;성동구;동일로;성동구 성수동2가 236-7;정류소(버스, 택시 등);일반쓰레기
681;성동구;동일로;성동구 성수동2가 299-239;정류소(버스, 택시 등);일반쓰레기
682;성동구;동일로;성동구 성수동2가 280-41;정류소(버스, 택시 등);일반쓰레기
683;성동구;동일로;성동구 성수동2가 315-1;정류소(버스, 택시 등);일반쓰레기
684;성동구;동일로;성동구 성수동2가 300-5;정류소(버스, 택시 등);일반쓰레기
685;성동구;동일로;성동구 성수동2가 279-50;정류소(버스, 택시 등);담배꽁초
686;성동구;동일로;성동구 성수동2가 331-8;정류소(버스, 택시 등);담배꽁초
687;성동구;동일로;성동구 성수동2가 231-1;정류소(버스, 택시 등);담배꽁초
688;성동구;동일로;성동구 성수동 2가 275-6;정류소(버스, 택시 등);담배꽁초
689;성동구;광나루로;성동구 송정동 66-263;정류소(버스, 택시 등);일반쓰레기
690;성동구;천호대로;성동구 용답동 62-2;정류소(버스, 택시 등);일반쓰레기
691;성동구;천호대로;성동구 용답동 235-1;정류소(버스, 택시 등);일반쓰레기
692;성동구;왕십리로;성동구 성수 1가 72-91;정류소(버스, 택시 등);담배꽁초
693;성동구;동일로;성동구 성수동2가 231-1;정류소(버스, 택시 등);일반쓰레기
694;성동구;동일로;성동구 성수동 2가 275-6;정류소(버스, 택시 등);일반쓰레기
695;성동구;광나루로;성동구 송정동 66-263;정류소(버스, 택시 등);재활용쓰레기
696;성동구;천호대로;성동구 용답동 62-2;정류소(버스, 택시 등);재활용쓰레기
697;성동구;왕십리로;성동구 성수 1가 72-91;정류소(버스, 택시 등);일반쓰레기
698;성동구;고산자로;행당동 196;지하철역 입구;일반쓰레기
699;성동구;고산자로;행당동 196;정류소(버스, 택시 등);일반쓰레기
700;성동구;고산자로;행당동 7;정류소(버스, 택시 등);일반쓰레기
701;성동구;고산자로;마장동 521-10;정류소(버스, 택시 등);일반쓰레기
702;성동구;고산자로;마장동 474-25;정류소(버스, 택시 등);일반쓰레기
703;성동구;왕십리로;하왕십리동 890-81;도로변(횡단보도 포함);일반쓰레기
704;성동구;고산자로;행당동 322-1;정류소(버스, 택시 등);일반쓰레기
705;성동구;독서당로;응봉동 101;정류소(버스, 택시 등);일반쓰레기
706;성동구;고산자로;행당동 349;정류소(버스, 택시 등);일반쓰레기
707;성동구;고산자로;행당동 320-6;도로변(횡단보도 포함);일반쓰레기
708;성동구;행당로6길;금호동1가 632;정류소(버스, 택시 등);일반쓰레기
709;성동구;금호로;금호동1가 122;도로변(횡단보도 포함);일반쓰레기
710;성동구;금호로;금호동2가 1217;도로변(횡단보도 포함);일반쓰레기
711;성동구;금호로;금호동1가 1756;정류소(버스, 택시 등);일반쓰레기
712;성동구;독서당로;금호동3가 210-2;도로변(횡단보도 포함);일반쓰레기
713;성동구;왕십리로;행당동 산17;지하철역 입구;일반쓰레기
714;성동구;왕십리로;행당동 산17;지하철역 입구;일반쓰레기
715;성동구;왕십리로;행당동 251-2;정류소(버스, 택시 등);일반쓰레기
716;성동구;마조로;마장동 798-1;정류소(버스, 택시 등);일반쓰레기
717;성동구;천호대로;용답동 228-5;도로변(횡단보도 포함);일반쓰레기
718;성동구;동일로;송정동 97;정류소(버스, 택시 등);일반쓰레기
719;성동구;동일로;송정동 15-2;정류소(버스, 택시 등);일반쓰레기
720;성동구;동일로;성수동2가 279-44;도로변(횡단보도 포함);일반쓰레기
721;성동구;아차산로;성수동2가 300-9;정류소(버스, 택시 등);일반쓰레기
722;성동구;아차산로;성수동1가 656-745;지하철역 입구;일반쓰레기
723;성동구;아차산로;성수동2가 315-1;지하철역 입구;일반쓰레기
724;성동구;동일로;성수동2가 275-53;정류소(버스, 택시 등);일반쓰레기
725;성동구;왕십리로;성수동1가 656-3;지하철역 입구;일반쓰레기
726;성동구;왕십리로;성수동1가 661-2;정류소(버스, 택시 등);일반쓰레기
727;성동구;아차산로;성수동1가 656-1731;정류소(버스, 택시 등);일반쓰레기
728;성동구;고산자로;행당동192-29;상가지역;일반쓰레기
729;성동구;왕십리로;하왕십리동700;상가지역;일반쓰레기
730;성동구;왕십리로;행당동286-70;상가지역;일반쓰레기
731;성동구;왕십리로;도선동53;상가지역;일반쓰레기
732;성동구;아차산로;성수동2가302-5;도로변(횡단보도 포함);일반쓰레기
733;성동구;아차산로;성수동1가656-766;지하철역 입구;일반쓰레기
734;성동구;왕십리로;성수동1가656-75;도로변(횡단보도 포함);일반쓰레기
735;성동구;독서당로;금호동3가373-1;상가지역;일반쓰레기
736;성동구;독서당로;금호동4가593;도로변(횡단보도 포함);일반쓰레기
737;성동구;독서당로;금호동4가198;상가지역;일반쓰레기
738;성동구;독서당로;옥수동285-85;도로변(횡단보도 포함);일반쓰레기
739;성동구;독서당로;옥수동 244-3;도로변(횡단보도 포함);일반쓰레기
740;성동구;독서당로;옥수동262-12;상가지역;일반쓰레기
741;성동구;독서당로;옥수동447-4;도로변(횡단보도 포함);일반쓰레기
742;성동구;왕십리광장로;행당동192-8;지하철역 입구;일반쓰레기
743;성동구;고산자로;마장동523-4;도로변(횡단보도 포함);일반쓰레기
744;성동구;고산자로;마장동568-19;도로변(횡단보도 포함);일반쓰레기
745;성동구;고산자로;행당동322-175;정류소(버스, 택시 등);일반쓰레기
746;성동구;독서당로;응봉동200-1;도로변(횡단보도 포함);일반쓰레기
747;성동구;고산자로;응봉동228-20;도로변(횡단보도 포함);일반쓰레기
748;성동구;왕십리로;행당동133-5;도로변(횡단보도 포함);일반쓰레기
749;성동구;행당로;금호동1가167-35;도로변(횡단보도 포함);일반쓰레기
750;성동구;금호로;금호동1가103;도로변(횡단보도 포함);일반쓰레기
751;성동구;금호로;금호동1가179-59;도로변(횡단보도 포함);일반쓰레기
752;성동구;금호로;금호동1가1797-1;도로변(횡단보도 포함);일반쓰레기
753;성동구;독서당로;금호동4가145;상가지역;일반쓰레기
754;성동구;마조로;행당동19-100;정류소(버스, 택시 등);일반쓰레기
755;성동구;마조로;마장동388-2;정류소(버스, 택시 등);일반쓰레기
756;성동구;마장로;마장동773-2;지하철역 입구;일반쓰레기
757;성동구;천호대로;용답동1-2;상가지역;일반쓰레기
758;성동구;천호대로;용답동232-1;도로변(횡단보도 포함);일반쓰레기
759;성동구;천호대로;용답동235-5;도로변(횡단보도 포함);일반쓰레기
760;성동구;아차산로;성수동2가300-1;지하철역 입구;일반쓰레기
761;성동구;광나루로;송정동81-16;도로변(횡단보도 포함);일반쓰레기
762;성동구;동일로;송정동 90-7;정류소(버스, 택시 등);일반쓰레기
763;성동구;독서당로;독서당로 173;정류소(버스, 택시 등);일반쓰레기
764;성동구;마조로;마조로58;도로변(횡단보도 포함);담배꽁초
765;성동구;고산자로;고산자로 339;도로변(횡단보도 포함);담배꽁초
766;성동구;고산자로;고산자로 281-;도로변(횡단보도 포함);담배꽁초
767;성동구;왕십리로;왕십리로 280;도로변(횡단보도 포함);담배꽁초
768;성동구;왕십리로;왕십리로 320-1;도로변(횡단보도 포함);담배꽁초
769;성동구;왕십리로;왕십리로 49;도로변(횡단보도 포함);담배꽁초
770;성동구;왕십리로;상왕십리역 1-1주변;도로변(횡단보도 포함);담배꽁초
771;성동구;무학로;무학로 2;도로변(횡단보도 포함);담배꽁초
772;성동구;왕십리로;왕십리로 363-1;도로변(횡단보도 포함);담배꽁초
773;성동구;고산자로;고산자로 4-5;도로변(횡단보도 포함);담배꽁초
774;성동구;행당로;행당로 2-11;도로변(횡단보도 포함);담배꽁초
775;성동구;금호로;금호로 158;도로변(횡단보도 포함);담배꽁초
776;성동구;행당로;행당로 6-6;도로변(횡단보도 포함);담배꽁초
777;성동구;왕십리로;왕십리로 12-9;도로변(횡단보도 포함);담배꽁초
778;성동구;동일로;동일로 173;도로변(횡단보도 포함);담배꽁초
779;성동구;뚝섬로;뚝섬로 310;도로변(횡단보도 포함);담배꽁초
780;성동구;뚝섬로;뚝섬로 436;도로변(횡단보도 포함);담배꽁초
781;성동구;왕십리로;왕십리로 89;도로변(횡단보도 포함);담배꽁초
782;성동구;성수이로;성수이로 118;도로변(횡단보도 포함);담배꽁초
783;성동구;아차산로;아차산로 85-1;도로변(횡단보도 포함);담배꽁초
784;성동구;성수이로;성수이로 108;도로변(횡단보도 포함);담배꽁초
785;성동구;아차산로;아차산로 49;도로변(횡단보도 포함);담배꽁초
786;성동구;왕십리로;왕십리로 232;도로변(횡단보도 포함);담배꽁초
787;성동구;청계천로10가길;청계천로10가길 102;도로변(횡단보도 포함);담배꽁초
788;성동구;청계천로;청계천로 546;도로변(횡단보도 포함);담배꽁초
789;성동구;금호로;금호로 141-1;도로변(횡단보도 포함);담배꽁초
790;성동구;금호로;금호로 168;도로변(횡단보도 포함);담배꽁초
791;성동구;행당로;행당로 15;정류소(버스, 택시 등);담배꽁초
792;성동구;금호로;금호로 60-1;도로변(횡단보도 포함);담배꽁초
793;성동구;고산자로;341-1;정류소(버스, 택시 등);일반쓰레기
